prompt,seed,width,height,sampler,cfgs,steps,filename,negative_prompt,sd_model_name,sd_model_hash
"Hyperrealistic art blusa feminina na cor bege, simples . Extremely high-resolution details, photographic, realism pushed to extreme, fine texture, incredibly lifelike",2107408579,512,512,DPM++ 2M Karras,7,20,00000-2107408579.png,"simplified, abstract, unrealistic, impressionistic, low resolution, desaturated, text, watermark, low-quality, signature, moir pattern, downsampling, aliasing, distorted, blurry, glossy, blur, jpeg artifacts, compression artifacts, poorly drawn, low-resolution, bad, distortion, twisted, excessive, exaggerated pose, exaggerated limbs, grainy, symmetrical, duplicate, error, pattern, beginner, pixelated, fake, hyper, glitch, overexposed, high-contrast, bad-contrast, yellow eyes, arnold signature",juggernautXL_v9Rdphoto2Lightning,c8df560d29
